,data,data,loo_ptest[DP],loo_ptest[DP],loo_ptest[DP],lci_dpp[DP],lci_dpp[DP],lci_dpp[DP],lci_dpp[DP],lci_dpp[0.3][DP],lci_dpp[0.3][DP],lci_dpp[0.3][DP],lci_dpp[0.3][DP],ci_dpp[DP],ci_dpp[DP],ci_dpp[DP],ci_dpp[DP],rw_dpp[DP],rw_dpp[DP],rw_dpp[DP],rw_dpp[DP],dns_dpp[DP],dns_dpp[DP],dns_dpp[DP],dns_dpp[DP],diamond_dpp[DP],diamond_dpp[DP],diamond_dpp[DP],diamond_dpp[DP],node2vec_dpp[DP],node2vec_dpp[DP],node2vec_dpp[DP],node2vec_dpp[DP],subgraph_metrics[DP],subgraph_metrics[DP],subgraph_metrics[DP]
C4020843,Abnormal urinary amino-acid findings,,36,0.24,0.32,0.0,0.0,0.7483235367005869,0.0011567942315280485,0.08333333333333333,0.0,0.7686637470377771,0.0020593280238200393,0.0333333333333,0.0,0.732529660951,0.00148354075029,0.03333333333333333,0.03333333333333333,0.7170736335052583,0.003409515255139712,0.025,0.025,0.6444124343664328,0.002284044692384247,0.03333333333333333,0.0,0.5098640087976085,0.0009201797578425373,0.025,0.0,0.7240981676811796,0.002276644138761267,0.9731638418079096,0.9375801624625908,0.030158730158730163
C0438717,Transaminases increased,,79,0.0,0.11,0.075,0.0375,0.7947407978928605,0.006881505558222806,0.1375,0.0625,0.7770124413020633,0.016380496187535478,0.075,0.075,0.730596590531,0.012138649452,0.05178571428571428,0.0125,0.7455838532451811,0.0049985560286514895,0.025,0.0,0.6426631320420896,0.0020604123081344942,0.025,0.025,0.5181115560108018,0.00593358019353813,0.025,0.0125,0.6771987615234194,0.0024874301231567306,0.9682611652686466,0.6717243001646671,0.022719896137617657
C4020840,Abnormal vertebral bodies,,15,0.02,0.29,0.15,0.1,0.8584033515922384,0.010088636746744132,0.25,0.15,0.8555066846160988,0.011803912662340642,0.15,0.15,0.8104110574690001,0.018812468084099997,0.15,0.1,0.8079449447590754,0.006993436682086962,0.2,0.0,0.6145436821093677,0.002639746265700617,0.0,0.0,0.4930368582304336,6.962603088540491e-05,0.15,0.1,0.8145135084950329,0.009965960950290485,0.9785604900459418,0.9562588447188988,0.06666666666666668
C4020847,Abnormality of pelvic girdle bone morphology,,38,0.0,0.4,0.29166666666666663,0.19166666666666665,0.8260219650851186,0.04261892714220837,0.21666666666666665,0.21666666666666665,0.8472857319887851,0.034009349342185365,0.25,0.08333333333330001,0.768370587233,0.024551007719900004,0.10833333333333332,0.05,0.8032122775221897,0.006573651437695056,0.05833333333333333,0.0,0.5999920612791797,0.0018923477476064125,0.0,0.0,0.5097193178121661,0.0004152192023142233,0.03333333333333333,0.0,0.6264688569791037,0.001866551271733013,0.9828828828828828,0.8668858406076408,0.027027027027027032
C4020846,Prone to bacterial infection,,42,0.0,0.02,0.175,0.125,0.8490185916802231,0.041412969118527564,0.275,0.125,0.886040669300488,0.021768294519903617,0.225,0.075,0.859287706251,0.020664091231700002,0.225,0.075,0.8633843829886125,0.01506563712141666,0.05,0.0,0.7638538229142459,0.004113971725347708,0.125,0.125,0.5688438298861259,0.04735156170603928,0.1,0.075,0.7927136881245642,0.009315088413484126,0.9544495993251793,0.8459637166442695,0.0627177700348432
C4020844,Bullet vertebral body,,16,0.01,0.2,0.5,0.3,0.8559642077897962,0.02757672690566849,0.45,0.4,0.8539912260340745,0.03406708448832885,0.4,0.25,0.805237686273,0.0437213096167,0.4,0.15,0.8032890766445384,0.021585941555443574,0.45,0.05,0.7433800659208022,0.0136227029411558,0.1,0.1,0.5436632468316235,0.006319628831930721,0.15,0.15,0.7752355972331832,0.03706229058944256,0.9600665557404326,0.9667697746354396,0.1
C0266371,Streak ovary,,15,0.01,0.08,0.3,0.05,0.8175598830192182,0.013036144976439623,0.15,0.05,0.7930774765574228,0.00614364245018003,0.05,0.0,0.7601302107510001,0.0028449088444499997,0.1,0.1,0.7516711540246959,0.008636450704558141,0.05,0.0,0.6351360133692322,0.0025432101833847125,0.05,0.05,0.5183861758425401,0.05006498436731318,0.05,0.05,0.7014506545353264,0.003749772955282528,0.9787234042553192,0.9568274734260016,0.10476190476190476
C0234979,Dysdiadochokinesis,,25,0.53,0.42,0.0,0.0,0.688711375317357,0.0005166851510614011,0.0,0.0,0.6810607467954672,0.0006362134166941816,0.0,0.0,0.6744148244470001,0.00039156452826499995,0.0,0.0,0.7315863211344356,0.001185563152851259,0.0,0.0,0.6160594309245154,0.0008868925629474321,0.0,0.0,0.5097482816273453,0.0003869307325397312,0.0,0.0,0.38473744504303664,0.0001923353374865653,0.9821673525377228,0.9198174304570408,0.043333333333333335
C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",acquired metabolic ,143,0.0,0.0,0.05523809523809523,0.01333333333333333,0.8183962316597508,0.00614211663746387,0.10428571428571427,0.03428571428571429,0.8082095046854084,0.008431807038256484,0.0690476190476,0.027619047618999998,0.7744531503640001,0.00809927692845,0.061904761904761914,0.02095238095238095,0.8138006399907493,0.006788195397028807,0.0,0.0,0.7243249409598528,0.0023416563379470945,0.03428571428571429,0.006666666666666665,0.5317470101891508,0.001866196595898513,0.034761904761904765,0.01380952380952381,0.7173056122607817,0.004149418793240284,0.9496615905245348,0.5606543160035288,0.02344134738500936
C4021664,Abnormality of the abdominal wall,,10,0.13,0.56,0.2,0.2,0.7712117696199007,0.01460593565909186,0.2,0.1,0.8189724787673457,0.008020487292252458,0.1,0.0,0.7749617116069999,0.00481714801013,0.1,0.0,0.7759873764329142,0.0018266472055454308,0.0,0.0,0.6288856917436302,0.0006604988747229772,0.0,0.0,0.5423701675407249,0.00038075026822262007,0.0,0.0,0.5661577017682277,0.0003189681027995815,0.9885167464114832,0.9432773109243696,0.13333333333333333
C0032226,Pleural Diseases,respiratory system ,10,0.0,0.03,0.2,0.0,0.8692323757367616,0.004484820668913084,0.0,0.0,0.8666009189214275,0.002796937277166725,0.1,0.0,0.825685710308,0.00291649178877,0.0,0.0,0.8461317120712859,0.0011038689480696543,0.0,0.0,0.4945050355037824,4.640801930573604e-05,0.0,0.0,0.4930384740335082,4.640801930573604e-05,0.1,0.1,0.7662690861836914,0.007227938538839684,0.9581881533101044,0.9884700665188472,0.13333333333333333
C1368816,Sebaceous adenoma,benign neoplasm,18,0.02,0.17,0.5,0.25,0.9381169042202516,0.027960030958944462,0.45,0.25,0.9467199034309856,0.027275922579458458,0.4,0.25,0.9490505594499999,0.023617660851699997,0.15,0.1,0.9509030131389572,0.009622426601537386,0.0,0.0,0.7953502948140583,0.001506100917105076,0.05,0.05,0.5434931983843262,0.05055046786744675,0.15,0.1,0.7865685500719625,0.017235981964946242,0.975544922913344,0.8703385619987224,0.1503267973856209
C0003962,Ascites,,21,0.22,0.06,0.26666666666666666,0.15,0.8040467124814266,0.015439144374570031,0.15,0.1,0.7932322622585438,0.023872888594848908,0.266666666667,0.15,0.795009131996,0.011148714765899998,0.1,0.0,0.7847348625557207,0.003608331309606061,0.1,0.0,0.6440007429420505,0.0029276142746746565,0.03333333333333333,0.0,0.5098207652303122,0.0005373031460192356,0.0,0.0,0.7588007677067855,0.0007961554450563746,0.97119341563786,0.9380921873419428,0.06666666666666668
C0262404,Cerebellar degeneration,,100,0.0,0.55,0.14,0.06,0.8065037050845879,0.02793623286053575,0.11,0.06,0.7919811716456169,0.020479329502258403,0.12,0.04,0.772089760917,0.012243126606700001,0.06,0.0,0.7787705643845831,0.0035899226878726757,0.0,0.0,0.6505958428484877,0.0015645344436540224,0.05,0.0,0.5332017523418929,0.0018900033620288406,0.02,0.0,0.6677168290068509,0.002043155166175853,0.964928193499622,0.5980252954411411,0.02343434343434344
C2973725,Pulmonary arterial hypertension,,40,0.04,0.33,0.075,0.025,0.6430032067667425,0.0032725836594080155,0.1,0.025,0.6488718222800577,0.003757782927592267,0.075,0.0,0.606651717247,0.00258496477088,0.0,0.0,0.6439693033415439,0.0009476062016516932,0.0,0.0,0.5596470232839151,0.0004822406532547333,0.025,0.025,0.5181856206720268,0.003109629001528319,0.025,0.0,0.5685527722266115,0.0008375625989657941,0.9807611877875366,0.8489651994040921,0.029487179487179487
C1864711,Muscle biopsy shows dystrophic changes,,39,0.01,0.03,0.2,0.0,0.8428513337670788,0.008941856839709387,0.2,0.1,0.8340997459491278,0.015211899154037057,0.05,0.025,0.815029665087,0.00572187678034,0.2333333333333333,0.075,0.9089440623354093,0.030403358618319307,0.03333333333333333,0.0,0.7512280416395576,0.0024844354753968487,0.05,0.025,0.5182881773399016,0.0016105142470069329,0.025,0.0,0.8181220373640674,0.0024159029971506218,0.9724468403713686,0.6512309495896834,0.0620782726045884
C0009763,Conjunctivitis,nervous system ,37,0.02,0.06,0.15833333333333333,0.10833333333333332,0.7878899473358116,0.021034454083746025,0.13333333333333333,0.08333333333333333,0.7931300340768278,0.05862141833123815,0.158333333333,0.108333333333,0.75874186803,0.0401229368334,0.10833333333333332,0.05,0.7774697955390335,0.008968803415012688,0.05,0.0,0.6762716852540273,0.002187089426157572,0.13333333333333333,0.1,0.5605549101610905,0.05738505478668045,0.10833333333333332,0.05833333333333333,0.6546371592317224,0.006139462743561378,0.9620000000000001,0.8938579154601585,0.05705705705705705
C0432103,Submucous cleft of hard palate,,11,0.34,0.16,0.0,0.0,0.6214494569757727,0.00029455784456770384,0.0,0.0,0.6099995358767288,0.00024750848349617215,0.0,0.0,0.566815186113,0.000301491728762,0.0,0.0,0.6760465979764226,0.0006702679449346606,0.0,0.0,0.5789311241065628,0.00040690137114082314,0.0,0.0,0.4930381509328877,5.105075966009834e-05,0.0,0.0,0.3637357282094124,8.48453215506256e-05,0.9884169884169884,0.9440868751594884,0.10909090909090907
C1837899,Isoelectric focusing of serum transferrin consistent with CDG type I,,10,0.01,0.23,0.5,0.3,0.9654383440850236,0.17340052827353222,0.7,0.4,0.9722188703763864,0.2261525642048136,0.6,0.4,0.960927275259,0.107083828595,0.5,0.3,0.9427623335035038,0.09122819761582372,0.5,0.4,0.8458973406970808,0.08782947691282926,0.3,0.2,0.6943193948113425,0.02628091739689287,0.3,0.2,0.9082934979347476,0.013249115524089609,0.976851851851852,0.9433697785253714,0.1111111111111111
C0206686,Adrenocortical carcinoma,cancer,21,0.01,0.18,0.2,0.0,0.9169824170381377,0.005655681822301746,0.1,0.0,0.8894958828628032,0.00494175369074628,0.2,0.1,0.898930473006,0.058036113481999996,0.15,0.0,0.8986348439821693,0.005648257191266054,0.0,0.0,0.7652442421991086,0.0006367034492634577,0.1,0.05,0.6180987648588412,0.013832963280605487,0.0,0.0,0.8005796495789994,0.0015809510111946489,0.9824774884400096,0.7282624589575551,0.17142857142857146
C0003706,Arachnodactyly,,49,0.03,0.44,0.1,0.0,0.8041060303143016,0.004322552923478008,0.08,0.04,0.8080666496187465,0.006434793430723738,0.08,0.02,0.745222126651,0.00575642084708,0.045,0.0,0.7624456016366004,0.0017355716375044578,0.0,0.0,0.6315236191184677,0.0007411993737289853,0.085,0.0,0.5358951320438906,0.0016848343901444901,0.0,0.0,0.6608708387576716,0.000656319634771652,0.9738247863247864,0.7945632554832358,0.04166666666666666
C1837388,Abnormal respiratory patterns,,19,0.0,0.08,0.5,0.05,0.8777846132417123,0.02084092728462844,0.5,0.15,0.89651894326307,0.02224822004399086,0.5,0.05,0.8322697093510001,0.023210833438499997,0.4,0.3,0.8573103352214692,0.03322980462632461,0.25,0.05,0.8132161760609156,0.014750288565855084,0.4,0.3,0.6952827560590584,0.10431001628411693,0.35,0.1,0.840885876125917,0.0428986840166181,0.953216374269006,0.8570665179712367,0.1871345029239766
C2981150,Uranostaphyloschisis,,165,0.0,0.4,0.04154411764705882,0.011764705882352941,0.7608718487394959,0.00476314811474096,0.05330882352941176,0.017647058823529408,0.8104689699832812,0.008565341923491714,0.0426470588235,0.00625,0.737913843548,0.00484825757176,0.02389705882352941,0.005882352941176471,0.7905260075234283,0.004679754519423518,0.0,0.0,0.6837527824447842,0.0016079543673736805,0.041911764705882364,0.0,0.5354070996854239,0.0025965891445882995,0.01801470588235294,0.01213235294117647,0.6188485800079194,0.003214141146943961,0.9610286128214416,0.4303962082500185,0.01988174427198817
C0003492,Aortic coarctation,,28,0.08,0.51,0.2333333333333333,0.2333333333333333,0.8491445646956818,0.06324347458416983,0.2333333333333333,0.13333333333333333,0.8394135042655643,0.022320456344994653,0.233333333333,0.133333333333,0.852714168486,0.051825509134200004,0.11666666666666665,0.05,0.8363695480514656,0.005746142300895431,0.0,0.0,0.7210421601870345,0.001563587019357619,0.06666666666666668,0.03333333333333333,0.5434661774041215,0.00586045578702875,0.03333333333333333,0.03333333333333333,0.6860567916144116,0.002559919259098557,0.9758337361043984,0.848662072390886,0.06613756613756612
C2265792,Skeletal muscle hypertrophy,,16,0.02,0.23,0.0,0.0,0.6496854834965881,0.0006200905625885929,0.0,0.0,0.5761884313634464,0.000534613785080804,0.0,0.0,0.532701592312,0.000516647675301,0.0,0.0,0.6794113550902929,0.0008729830581506089,0.0,0.0,0.6000150875075437,0.0004086685391224185,0.0,0.0,0.49303653497980604,7.427092644376604e-05,0.05,0.0,0.5781695371616917,0.0014942412565244062,0.986147186147186,0.9423304637245176,0.06666666666666668
C0158646,Cleft palate with cleft lip,,23,0.0,0.09,0.0,0.0,0.8336220240859417,0.0016112844644049196,0.0,0.0,0.7888904368285812,0.001401905774534295,0.0,0.0,0.764668276524,0.0011595490827,0.0,0.0,0.8127557970341476,0.0014190092933961552,0.0,0.0,0.5461599486084021,0.00030640625099638823,0.0,0.0,0.5179866722392494,0.00039285026596067664,0.03333333333333333,0.0,0.6655297049626947,0.0012965372100937355,0.9857464366091524,0.8434081616010997,0.07509881422924901
C0220633,Uveal melanoma,nervous system ,8,0.06,0.68,0.25,0.125,0.7883660494686529,0.011079567362107787,0.25,0.25,0.7472852568564666,0.02115136194029766,0.25,0.25,0.749524339877,0.0231752255693,0.125,0.0,0.8266914938048169,0.004461629538281292,0.0,0.0,0.7336042275743654,0.0017107844559260856,0.0,0.0,0.6173894380249664,0.0012563299882826931,0.0,0.0,0.7279572137918233,0.0018262549525983906,0.989827060020346,0.9438218322285278,0.17857142857142858
C0012833,Dizziness,,28,0.0,0.1,0.1,0.06666666666666668,0.7004037190146624,0.006135396245794918,0.1,0.0,0.7534043228513478,0.0040085266249215035,0.166666666667,0.133333333333,0.6846815148559999,0.0842422083165,0.1,0.1,0.7471805471689351,0.00873391724534738,0.0,0.0,0.6758298883676281,0.0010684718799902721,0.0,0.0,0.5096931270998808,0.0003390708377632906,0.06666666666666668,0.03333333333333333,0.6409827054980104,0.006155970146987313,0.9758476544356712,0.8759848862071996,0.06878306878306878
C0232939,Primary physiologic amenorrhea,,55,0.0,0.08,0.14333333333333334,0.03333333333333333,0.7397033609276656,0.006725968924881949,0.16333333333333333,0.02,0.7256911760146343,0.007636292957195459,0.09,0.09,0.69943191331,0.0113224786436,0.09333333333333334,0.016666666666666666,0.7242396831302514,0.01232636291247129,0.06999999999999999,0.02,0.6895952314513378,0.0029169563028228697,0.03666666666666667,0.03666666666666667,0.5315059839394785,0.002499438610242393,0.03333333333333333,0.0,0.7728341549623291,0.003147320712190046,0.9706070287539936,0.7935669348666157,0.030976430976430974
C0035334,Retinitis Pigmentosa,nervous system ,161,0.0,0.06,0.15514705882352942,0.09301470588235294,0.7923774320791133,0.04767704930676391,0.12352941176470587,0.06102941176470589,0.7694348191113237,0.01940620374382948,0.0933823529412,0.0125,0.74863066248,0.0158508043408,0.09963235294117648,0.03125,0.7621382209291456,0.015286578468272466,0.09338235294117647,0.005882352941176471,0.7193654686005081,0.007992285926538275,0.0,0.0,0.5054361796597495,0.000860673066403932,0.04926470588235295,0.024632352941176473,0.6754529261929112,0.007705699167260612,0.9472263868065968,0.607647343127331,0.013664596273291923
C1853743,Axial hypotonia,,46,0.0,0.21,0.06000000000000001,0.04,0.8055046255404212,0.003808405472504625,0.04,0.04,0.7551276091302125,0.008683186501301388,0.06,0.0,0.799614383339,0.00314938234451,0.06000000000000001,0.02,0.8170401190088791,0.0033793898039565138,0.02,0.0,0.6546597089861002,0.002025704156300616,0.04,0.04,0.5132815768676491,0.002744184973532739,0.04,0.0,0.7457493840360747,0.0023888632170483413,0.9688385269121812,0.903174300906734,0.031884057971014484
C0151740,Intracranial Hypertension,nervous system ,24,0.01,0.12,0.3333333333333333,0.3,0.8923001904054242,0.03154578686101904,0.35,0.13333333333333333,0.9014264926701652,0.024694442189345037,0.383333333333,0.383333333333,0.829825539095,0.0902481197191,0.21666666666666665,0.1,0.8437646093592779,0.013578608227015182,0.03333333333333333,0.0,0.7265425935385996,0.002609241574386598,0.25,0.16666666666666666,0.6195931825570055,0.08575896418488471,0.13333333333333333,0.0,0.7618980169971671,0.005261859027903925,0.961904761904762,0.8956895962838992,0.11594202898550725
C0151747,Renal tubular disorder,,10,0.28,0.37,0.0,0.0,0.3357010256648257,9.121475587873985e-05,0.0,0.0,0.4527428412307978,0.0002167190229544985,0.0,0.0,0.555518169583,0.000177151990338,0.0,0.0,0.6106140065902446,0.00033523721108649307,0.0,0.0,0.4938390495196548,4.640801930573604e-05,0.0,0.0,0.4930384740335082,4.640801930573604e-05,0.0,0.0,0.3918550146192045,0.00017166743244820078,0.986970684039088,0.9962161025856632,0.04444444444444445
C0151744,Myocardial Ischemia,cardiovascular system ,168,0.0,0.08,0.05441176470588236,0.01213235294117647,0.8058030619092277,0.009902912831239454,0.05441176470588235,0.01213235294117647,0.8216977768946654,0.007097463411092887,0.036029411764699995,0.0,0.793259127836,0.00490340081122,0.011764705882352941,0.005882352941176471,0.801966995129437,0.003859668056016717,0.0,0.0,0.6831163042850503,0.0015958741985627998,0.011764705882352941,0.0,0.5138020711580721,0.0011673857920936016,0.0,0.0,0.7054976891640289,0.0026670750119434285,0.960219995479545,0.4409144354683031,0.018819503849443968
C1839839,MAJOR AFFECTIVE DISORDER 2,,22,0.0,0.47,0.0,0.0,0.7266051389211362,0.0006069957042284335,0.0,0.0,0.6948219952016097,0.0005879405265552009,0.0,0.0,0.698991177153,0.00126785142745,0.0,0.0,0.7147635631917034,0.0006333071284294668,0.0,0.0,0.5342605061527745,0.00037203902188495815,0.0,0.0,0.4930345948456002,0.00010214849525282959,0.0,0.0,0.5834974073214148,0.00039899427649144715,0.9808383233532936,0.9593941696976276,0.03463203463203463
C1855340,Bowing of the long bones,,31,0.0,0.26,0.0,0.0,0.7557469261977763,0.0014982957472686046,0.025,0.0,0.7747983059246183,0.0019523138862425238,0.0,0.0,0.7186758648459999,0.00103426296362,0.13333333333333333,0.03333333333333333,0.7758400693734708,0.013982625617122544,0.0,0.0,0.6263386911951437,0.0009970601633724967,0.06666666666666668,0.0,0.5598903651398309,0.0016920335308586367,0.0,0.0,0.6010320852302643,0.0009298146002873984,0.981015662078785,0.9026687121223628,0.04301075268817205
C0029442,Osteomalacia,musculoskeletal system ,11,0.12,0.02,0.0,0.0,0.7616309291747888,0.0010133656617588717,0.0,0.0,0.7647451963241437,0.0008317106062046269,0.0,0.0,0.660208391349,0.000517194972152,0.15,0.15,0.7391279123735265,0.04263036908482397,0.15,0.15,0.5709052724403599,0.033375102273751865,0.0,0.0,0.4930381509328877,5.105075966009834e-05,0.0,0.0,0.7155017172561033,0.0016548486729558655,0.9601593625498008,0.9953497384227864,0.09090909090909093
C0029443,Osteomyelitis,,17,0.02,0.08,0.25,0.15,0.8192989786443826,0.02519940242781064,0.25,0.2,0.8093918291550602,0.05050814780497441,0.35,0.1,0.7993987929430001,0.0419510931293,0.25,0.15,0.8075557103064067,0.028502019171245164,0.0,0.0,0.7794370937790158,0.001957479521371398,0.1,0.0,0.5435376044568244,0.0026134917133197265,0.1,0.1,0.6610190343546889,0.03351997546354278,0.986914600550964,0.8862317717748739,0.13970588235294118
C0003635,Apraxias,,27,0.01,0.0,0.13333333333333333,0.03333333333333333,0.8238891469267688,0.014952824678470584,0.1,0.1,0.8488140579037002,0.010748739621956684,0.1,0.0333333333333,0.809623780771,0.0050250174158,0.06666666666666668,0.03333333333333333,0.8608964235949838,0.03564659506701722,0.03333333333333333,0.03333333333333333,0.6066012540640966,0.0030435038210655145,0.13333333333333333,0.03333333333333333,0.6017227899055582,0.004223495105521454,0.06666666666666668,0.03333333333333333,0.6163895339835888,0.007765710566052364,0.9802235597592434,0.8585464460323431,0.06552706552706553
