,disease_name,disease_num_significant,disease_top_10,lci_jaccard_sim,lci_num_significant,lci_top_10
C0002514,"Amino Acid Metabolism, Inborn Errors",38,"{'alpha-amino acid catabolic process', 'cellular amino acid metabolic process', 'cellular amino acid catabolic process', 'carboxylic acid metabolic process', 'small molecule metabolic process', 'alpha-amino acid metabolic process', 'oxoacid metabolic process', 'organic acid catabolic process', 'organic acid metabolic process', 'S-adenosylmethionine metabolic process'}",0.15217391304347827,68,"{'cellular amino acid metabolic process', 'oxidoreductase activity, acting on the CH-NH group of donors', 'small molecule metabolic process', 'glutamine family amino acid metabolic process', 'alpha-amino acid metabolic process', 'drug metabolic process', 'oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor', 'proline biosynthetic process', 'pyrroline-5-carboxylate reductase activity', 'proline metabolic process'}"
C0262431,Compression fracture of vertebral column,31,"{'negative regulation of cell death', 'cell surface receptor signaling pathway', 'negative regulation of cellular protein metabolic process', 'tissue remodeling', 'regulation of cellular response to oxidative stress', 'regulation of cell death', 'regulation of oxidative stress-induced cell death', 'regulation of response to stimulus', 'regulation of response to oxidative stress', 'cytoplasmic part'}",0.0,10,"{'Wnt-protein binding', 'platelet-derived growth factor binding', 'negative regulation of Wnt signaling pathway', 'Wnt-Frizzled-LRP5/6 complex', 'cell surface receptor signaling pathway involved in cell-cell signaling', 'regulation of canonical Wnt signaling pathway', 'regulation of Wnt signaling pathway', 'Wnt signaling pathway', 'signaling receptor binding', 'fibrillar collagen trimer'}"
C0155320,"Blindness, Cortical",69,"{'organelle inner membrane', 'cytochrome complex', 'mitochondrial inner membrane', 'aerobic electron transport chain', 'aerobic respiration', 'respiratory chain complex', 'respiratory electron transport chain', 'cytoplasmic part', 'mitochondrial membrane', 'electron transport chain'}",0.42735042735042733,98,"{'heme-copper terminal oxidase activity', 'oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor', 'oxidoreductase activity, acting on a heme group of donors', 'proton transmembrane transport', 'cytochrome-c oxidase activity', 'generation of precursor metabolites and energy', 'respiratory chain complex', 'oxidoreductase activity', 'electron transfer activity', 'electron transport chain'}"
C4020874,No development of motor milestones,488,"{'cell part', 'biological_process', 'cellular_component', 'developmental process', 'binding', 'molecular_function', 'anatomical structure development', 'anatomical structure morphogenesis', 'cytoplasmic part', 'cellular process'}",0.15201654601861428,1740,"{'positive regulation of cell population proliferation', 'regulation of multicellular organismal process', 'regulation of cell population proliferation', 'extracellular matrix', 'response to endogenous stimulus', 'developmental process', 'anatomical structure development', 'anatomical structure morphogenesis', 'extracellular matrix organization', 'collagen-containing extracellular matrix'}"
C1263846,Attention deficit hyperactivity disorder,624,"{'cell part', 'response to stimulus', 'biological_process', 'cellular_component', 'developmental process', 'multicellular organismal process', 'molecular_function', 'anatomical structure development', 'response to drug', 'cellular process'}",0.20202020202020202,1518,"{'response to stress', 'response to stimulus', 'cellular response to DNA damage stimulus', 'DNA metabolic process', 'chromosomal part', 'DNA repair', 'nucleoplasm', 'cellular response to stimulus', 'regulation of biological quality', 'cellular response to stress'}"
C1844548,Hypoplastic finger,43,"{'growth', 'BMP signaling pathway', 'neuromuscular synaptic transmission', 'acetylcholine binding', 'excitatory extracellular ligand-gated ion channel activity', 'ammonium ion binding', 'acetylcholine-gated cation-selective channel activity', 'acetylcholine receptor activity', 'acetylcholine-gated channel complex', 'synaptic transmission, cholinergic'}",0.031496062992125984,88,"{'transmembrane receptor protein serine/threonine kinase binding', 'BMP binding', 'negative regulation of BMP signaling pathway', 'regulation of transmembrane receptor protein serine/threonine kinase signaling pathway', 'regulation of pathway-restricted SMAD protein phosphorylation', 'BMP receptor binding', 'BMP signaling pathway', 'extracellular space', 'transmembrane receptor protein serine/threonine kinase signaling pathway', 'regulation of BMP signaling pathway'}"
C1855285,Protruding ears,166,"{'animal organ morphogenesis', 'intracellular organelle part', 'extracellular matrix structural constituent conferring tensile strength', 'developmental process', 'system development', 'intracellular part', 'anatomical structure development', 'anatomical structure morphogenesis', 'organelle part', 'cellular process'}",0.10073260073260074,435,"{'extracellular region', 'extracellular matrix', 'extracellular matrix structural constituent conferring tensile strength', 'growth factor binding', 'extracellular matrix structural constituent', 'collagen trimer', 'extracellular matrix organization', 'extracellular structure organization', 'extracellular space', 'collagen-containing extracellular matrix'}"
C0424295,Hyperactive behavior,900,"{'response to chemical', 'system process', 'neuron part', 'learning or memory', 'behavior', 'multicellular organismal process', 'cognition', 'regulation of biological quality', 'neuron projection', 'nervous system process'}",0.25742574257425743,624,"{'cyclic nucleotide biosynthetic process', 'purine nucleotide biosynthetic process', 'cyclic nucleotide metabolic process', 'cyclic purine nucleotide metabolic process', 'nucleotide biosynthetic process', 'cyclase activity', 'nucleoside phosphate biosynthetic process', 'purine-containing compound biosynthetic process', 'G protein-coupled receptor signaling pathway', 'phosphorus-oxygen lyase activity'}"
C4020847,Abnormality of pelvic girdle bone morphology,92,"{'animal organ development', 'ossification', 'animal organ morphogenesis', 'skeletal system development', 'system development', 'fibrillar collagen trimer', 'extracellular matrix component', 'anatomical structure development', 'tissue development', 'collagen-containing extracellular matrix'}",0.07261410788381743,425,"{'extracellular region', 'endoplasmic reticulum lumen', 'extracellular matrix', 'extracellular matrix structural constituent conferring tensile strength', 'growth factor binding', 'extracellular matrix structural constituent', 'extracellular matrix organization', 'extracellular structure organization', 'extracellular space', 'collagen-containing extracellular matrix'}"
C0266399,Infantile uterus,66,"{'regulation of hormone levels', 'developmental process involved in reproduction', 'phosphatidylinositol 3-kinase activity', 'developmental process', 'phosphatidylinositol bisphosphate kinase activity', 'phosphatidylinositol-4,5-bisphosphate 3-kinase activity', 'developmental induction', 'fibroblast growth factor receptor signaling pathway', 'hormone metabolic process', 'reproductive process'}",0.10843373493975904,210,"{'phosphatidylinositol-3-phosphate biosynthetic process', 'fibroblast growth factor receptor binding', '1-phosphatidylinositol-3-kinase activity', 'phosphatidylinositol 3-kinase activity', 'phosphatidylinositol phosphorylation', 'phosphatidylinositol bisphosphate kinase activity', 'phosphatidylinositol kinase activity', 'phosphatidylinositol-4,5-bisphosphate 3-kinase activity', 'fibroblast growth factor receptor signaling pathway', 'lipid phosphorylation'}"
C0240421,"Muscle weakness, progressive",88,"{'protein targeting to peroxisome', 'peroxisomal membrane', 'peroxisomal membrane transport', 'peroxisomal part', 'protein import into peroxisome matrix', 'peroxisome organization', 'microbody part', 'protein localization to peroxisome', 'establishment of protein localization to peroxisome', 'microbody membrane'}",0.16153846153846155,63,"{'peroxisomal transport', 'microbody', 'peroxisomal membrane', 'peroxisomal part', 'peroxisome organization', 'microbody part', 'peroxisome', 'microbody lumen', 'microbody membrane', 'peroxisomal matrix'}"
C2930812,Generalized elastolysis,11,"{'elastic fiber', 'elastic fiber assembly', 'extracellular matrix constituent conferring elasticity', 'proline biosynthetic process', 'L-proline biosynthetic process', 'structural molecule activity conferring elasticity', 'extracellular matrix structural constituent', 'extracellular matrix organization', 'supramolecular fiber organization', 'extracellular matrix assembly'}",0.046153846153846156,57,"{'chondroitin sulfate metabolic process', 'chondroitin sulfotransferase activity', 'carbohydrate derivative biosynthetic process', 'aminoglycan biosynthetic process', 'sulfur compound biosynthetic process', 'aminoglycan metabolic process', 'glycosaminoglycan biosynthetic process', 'mucopolysaccharide metabolic process', 'glycosaminoglycan metabolic process', 'chondroitin sulfate biosynthetic process'}"
C0432355,Hypoplasia of nipple,92,"{'animal organ morphogenesis', 'embryonic limb morphogenesis', 'appendage morphogenesis', 'forelimb morphogenesis', 'embryonic appendage morphogenesis', 'sister chromatid cohesion', 'meiotic cohesin complex', 'limb morphogenesis', 'mediator complex binding', 'embryonic forelimb morphogenesis'}",0.0,35,"{'preassembly of GPI anchor in ER membrane', 'carbohydrate derivative biosynthetic process', 'glycolipid biosynthetic process', 'Wnt signaling pathway involved in heart development', 'phosphatidylinositol N-acetylglucosaminyltransferase activity', 'glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex', 'GPI anchor biosynthetic process', 'GPI anchor metabolic process', 'dolichol metabolic process', 'endoplasmic reticulum part'}"
C0751688,Malignant Squamous Cell Neoplasm,105,"{'negative regulation of developmental growth', 'regulation of transferase activity', 'telomere organization', 'telomere maintenance', 'regulation of nitrogen compound metabolic process', 'negative regulation of cellular process', 'regulation of growth', 'DNA biosynthetic process', 'cellular response to stress', 'negative regulation of growth'}",0.11428571428571428,90,"{'box H/ACA telomerase RNP complex', 'circadian regulation of gene expression', 'telomere maintenance via telomerase', 'telomere maintenance via telomere lengthening', 'response to abiotic stimulus', 'telomere organization', 'RNA-dependent DNA biosynthetic process', 'telomere maintenance', 'DNA biosynthetic process', 'telomerase holoenzyme complex'}"
C1445953,Poor eye contact,18,"{'regulation of multicellular organismal development', 'regulation of synapse organization', 'regulation of nervous system development', 'positive regulation of nervous system development', 'synapse part', 'regulation of dendritic spine development', 'positive regulation of multicellular organismal process', 'siRNA binding', 'heterocycle biosynthetic process', 'postsynapse'}",0.0,0,"{'polysaccharide localization', 'endomembrane system organization', 'mineralocorticoid metabolic process', 'regulation of protein glycosylation in Golgi', 'positive regulation of macrophage cytokine production', 'aminoglycan metabolic process', 'positive regulation of protein glycosylation', 'positive regulation of protein glycosylation in Golgi', 'glycosaminoglycan metabolic process', 'mineralocorticoid biosynthetic process'}"
