Disease ID,Disease Name,Associated Gene IDs,splits
C3806443,Puffy cheeks,"1020,10516,178,1806,1836,1906,2006,2138,2200,23322,23483,23529,27077,27445,2778,30008,3265,3339,3425,3845,4000,4337,4338,4853,4893,4952,5075,51057,51085,51124,5116,51259,5290,538,547,54903,55704,5604,5605,5832,6309,6452,6492,6664,673,6901,6925,8675,9049,9244",none
C0744641,Intermittent migraine headaches,"11277,1230,2022,22909,23600,2623,2658,27030,2956,3106,3350,351,355,3586,3592,3593,3845,4072,4089,4210,4292,4436,4511,4512,4513,4514,4519,4535,4538,4540,4541,4558,4564,4566,4567,4572,4574,4575,4577,4578,4598,4771,4854,5155,51752,51816,5230,5290,5378,5395,5428,6125,6135,6138,6154,6165,6201,6204,6218,6223,6229,6231,6234,6235,6334,6507,6598,6775,6945,7048,7099,7148,720,7428,773,8302,8799,9049,94",none
C0853193,Bipolar I disorder,"10718,1610,1728,1958,1961,23522,2899,3309,339896,406989,5444,57113,596,6347,7101,7494,85413,9369",3
C3150281,Fetal overgrowth,"1028,10516,10984,2099,2200,3265,3339,3481,3784,3845,4763,4784,4893,50964,5159,5290,54757",9
C0029453,Osteopenia,"10265,10491,11285,1277,1278,1294,1588,1848,2006,2099,2201,2253,2260,2263,23545,2492,2516,26012,26229,2623,2629,26503,2736,2778,2796,2798,29893,3248,3265,3295,3479,3730,3758,3814,3845,3977,4041,4221,4247,4312,4313,4668,4853,4882,4893,5015,5034,50485,50940,51085,51119,5159,51604,5352,5358,5373,5449,54941,55033,551,55151,55636,5566,55699,5573,5626,5660,5696,5745,5831,595,6497,6557,6569,673,6772,6774,6866,6870,7227,7390,8443,8642,871,8820,8822,8985,9049,9210,9368,9382,9394,9451,9469,950,9509,9719,9871,9935",5
C1836189,Radially deviated fingers,"10225,10262,10806,1855,2146,2245,2261,23529,257,25942,26227,2645,29123,3479,3480,3630,3651,3767,4089,4920,5295,546,54880,54903,5604,5781,582,585,658,673,6833,7474,8195,8260,8481,9241,9244,9968",4
C0454555,Hypernasal voice,"10084,10108,10269,10847,1312,23096,23545,23742,2812,3653,3977,4000,421,4256,4621,4692,51114,5116,54487,54551,5495,6239,6519,6571,6611,6628,6638,6899,7020,7290,7353,7681,8214,8220,8924,9244,9499,9531,9581,9632,9968,9993",5
C4024756,Abnormality of macular pigmentation,"1001,24,2779,2916,4308,5130,5158,54714,5961,6010,6011,6295,6785,778,8842,9187",none
C0271578,Female hypogonadism syndrome,"1848,2253,2260,2488,26012,2796,2798,326,3730,3814,4221,472,55636,6866,6870,8822,9049,9394",6
C0043459,Zellweger Syndrome,"3295,5189,5190,5192,5193,5194,5195,55670,5824,5825,5828,5830,8504,8799,9409",none
C0029464,Osteosclerosis,"1513,1747,1758,1836,189,2316,23592,2629,2778,4038,4041,4054,4982,50964,5167,55315,5745,6905,6916,7486,860,950,9663",0
C0014877,Esotropia,"10978,1301,23418,26229,2629,27245,2895,2911,3149,50964,5119,51259,5373,54551,55605,5830,6899,9289,9469",5
C3164374,Abnormality of pulmonary valve,"1312,23522,2812,3516,3845,421,4851,4893,54567,54968,5781,5894,5922,6016,6239,6654,6655,673,6899,7290,7353,8216,9632",7
C4280517,Enlargement of craniofacial bones,"10060,2316,2697,2778,4038,4041,50964,55315,6197,6885,6916",none
C1398312,Narrow palate,"1376,1387,1513,1954,2033,2200,2261,2263,22931,26040,3265,6197,6497,6660,7227,7291,7476,860,8924,9968",9
C0018790,Cardiac Arrest,"10008,3458,3630,3757,3762,54539,6331,7124,7259,801",9
C1857202,Frequent vomiting,"10166,2710,4511,4512,4513,4514,4519,4535,4540,4541,4558,4566,4567,4572,4574,4575,4577,4578,50640",0
C4280641,Hypotrophic maxilla,"10262,10484,10617,1280,1301,1387,1896,1909,2033,207,2077,2200,2245,2260,2261,2263,2317,23594,257,25782,25885,26128,26137,2697,2736,3590,3664,3759,3930,4040,4089,4313,4487,4998,5077,5083,51082,51114,5144,51715,5290,5308,5573,5727,5728,6197,633,6497,650,6949,7039,7291,7337,7341,7480,8242,8313,860,8626,8642,9343,9533,990,9935,9968,9990",none
C0025160,Megacolon,"10262,10512,1387,1717,1889,1908,1910,2033,25970,26128,2623,2668,3815,3897,429,4902,5077,51360,54880,5979,6023,627,6535,6546,6591,6663,8195,8260,8929",1
C0231835,Tachypnea,"10128,21,23090,3141,3508,37,5019,5095,5096,51025,51259,51524,5826,59,6439,6440,686,763,846,9786",2
C0853897,Diabetic Cardiomyopathies,"186,291,335,3479,3630,3816,488,6262,6696,7124",9
C0887833,"Carcinoma, Pancreatic Ductal","10232,1029,10397,182,1840,185,23220,23462,23493,3280,3303,3304,3714,384,3845,4780,4851,4854,4855,7422",2
C0016506,Foot Deformities,"10479,1146,1280,1376,1723,1778,2131,22948,23529,249,2623,26503,3094,3098,3481,4358,4920,5076,51010,51259,54209,5979,6571,7305,7390,7443,8516,8565,8838,9517",8
C0233514,Abnormal behavior,"11277,1135,1137,1277,1374,1741,2146,23126,23203,2554,2566,25836,2632,27249,2904,3028,3064,3181,3251,351,383,4128,4524,4860,51816,5189,5190,5192,5193,5194,5195,538,55670,5824,5828,5830,6323,6324,6326,6335,6515,6812,7248,7249,7403,7466,7915,8504,8518,8799,8803,9409",4
C3887611,Restlessness,"2055,25978,2653,2731,275,2896,3028,4137,54209,5621,5663,7415,8242,8878",3
C0424711,Orbital separation diminished,"10801,2121,2260,22930,23729,25782,2697,2736,4693,4983,50937,51098,51199,54888,54903,5727,5832,5859,6469,6496,7050,7518,8818",4
C0018991,Hemiplegia,"1081,1282,1284,477,478,4854,51816,5422,5551,6323,6507,6821,773",4
C0030297,Pancreatic Neoplasm,"100499467,100507056,10232,1029,11009,11200,1209,1268,1269,1499,1616,1647,1806,1890,196,2030,2202,2258,23022,2494,2543,27086,28,3091,3439,3440,3442,3576,3651,3791,3845,4061,4072,4089,4193,4221,4318,4609,472,4792,5328,5349,54465,546,5468,5727,5728,5743,5744,5909,5925,598,6648,6690,672,675,6750,6751,6752,6753,6774,6794,6847,688,7015,7040,7124,7157,7249,7298,7373,7423,7428,7490,7873,79728,79783,7980,8314,84133,8626,8743,8795,8829,8837,9564,960,999",9
C0024301,"Lymphoma, Follicular","100306940,1387,1879,2146,2531,3123,3440,3492,4524,4548,4615,526,537,596,604,64121,7128,7298,8085",5
C4072827,Cone/cone-rod dystrophy,"1001,10560,1406,22999,23093,23746,24,26504,2978,3000,5130,5146,5149,54585,6103,778,7840,8754,8842,9364",none
C0015625,Fanconi Anemia,"10459,2072,2175,2176,2177,2178,2187,2188,2189,29089,4599,55120,55215,57697,5888,5889,675,7124,7516,79728,83990,84464",none
C0151723,Hypomagnesemia,"10686,2556,2767,3766,486,54805,54938,6557,6559,6905,779,846",2
C0948163,Leukoaraiosis,"1436,1807,215,25978,2632,2697,2705,2896,35,3912,410,4137,5048,51601,54209,5663,7415,8878",none
C0085271,Self-Injurious Behavior,"10743,1717,2314,2563,25836,473,4914,4952,6134,6497,7915,8514",0
C0007758,Cerebellar Ataxia,"10083,10102,10111,10128,10483,10518,10577,10806,10908,1106,11128,11284,1161,1200,1340,1352,1355,1356,1373,1476,1509,1593,1629,1641,1719,1737,1738,1786,1910,2055,2068,207,2071,2072,2073,2074,22868,22934,23090,23203,23209,23230,23247,23312,23322,23345,23474,23503,2512,2554,2566,25839,25915,2593,26277,2629,26503,26580,2670,2697,27010,27077,27089,2720,27235,2821,2896,29078,2937,29925,29929,3035,3074,338,3708,3730,3736,3737,3766,3954,4001,410,4204,435,4358,445,4508,4509,4512,4513,4514,4519,4535,4536,4538,4539,4540,4541,4547,4549,4558,4564,4565,4566,4567,4571,4572,4574,4575,4578,4598,4644,4647,4694,4695,4704,4705,4709,4715,4719,472,4720,4722,4723,4724,4726,4728,4729,4758,477,4771,478,4830,4860,4864,4867,4967,4976,50,50484,5080,51099,51103,5111,51204,51259,51524,51651,51761,51816,5189,5190,5191,5192,5193,5194,5195,5230,5238,5264,5290,5354,5373,54187,5428,54476,54806,54840,549,54903,54968,54982,55157,5538,5551,55572,55630,55670,55703,5621,5631,5654,57231,5728,5805,582,5824,5828,5830,585,593,594,6157,617,6323,6324,6326,6334,6335,6341,6389,6390,6391,6392,6529,6535,6567,6598,6616,6663,6697,6812,6821,6833,6834,686,6948,7012,7015,7080,7274,7276,7401,7428,7436,7443,7466,7468,7469,7507,767,773,7846,7915,8050,8086,8195,8398,8481,8504,8518,8722,8799,8802,8803,8813,9150,9342,9409,9445,9526,9533,9570,9640,9711,9731,9742,9786",0
C0004238,Atrial Fibrillation,"10021,1482,1636,1674,1837,1906,23118,23224,2702,287,3360,3741,3782,3784,4000,4088,4625,463,4846,4878,4879,51086,51422,5350,5396,6331,6336,6401,6660,7450,7478,775,783,84909,857,858,9631,9992",7
C1865017,Thin upper lip vermilion,"10020,10084,10108,1021,10472,10484,10978,11113,11253,1399,1499,158,178,1855,1911,2131,2200,22827,22995,23141,23384,23394,23742,25836,26040,28960,3480,3653,3664,3759,3832,4089,4094,4281,4297,4692,471,4920,4983,5063,5159,51651,5308,5373,54551,546,55209,55650,5594,5885,60,613,6134,6491,6638,71,7227,7474,7681,7994,8242,8243,8260,8481,8546,8818,8924,9241,9662,9968",8
C4023397,Abnormal hair quantity,"1760,2304,23522,3248,3845,4683,4893,5781,5894,5922,6016,6578,6654,6655,673,8216",7
C0241910,"Hepatitis, Autoimmune","229,2919,3458,3558,3565,3567,3569,3578,3586,3596,3606,3952,50616,6347,6352,7040,716",1
C0006111,Brain Diseases,"10319,10617,11277,1356,1548,213,3456,3458,351,4143,4353,4968,5009,6341,6505,7054,7248,7249,7298,80169,8635,8851,9152",5
C0152031,Joint swelling,"11200,2243,2244,2266,26191,30061,3081,3123,3248,355,3557,3559,3560,3569,4010,427,4282,4952,540,5771,6578,6775,7297,8838,9049,919",8
C3806301,Scarring alopecia of scalp,"10682,1294,1308,2706,3691,3909,3914,3918,4312,51360,5339,6303,9076",2
C1853141,Slow decrease in visual acuity,"1499,4508,4512,4514,4519,4535,4536,4538,4539,4540,4541,673,9927",0
C4048268,Cortical visual impairment,"10087,1678,1729,22930,22931,25782,271,396,440,4511,4512,4513,4514,4519,4535,4540,4541,4558,4566,4567,4572,4574,4575,4577,4578,4668,5277,5428,6323,776,7994,8813,8869",none
C0009806,Constipation,"10512,10743,10847,10892,11280,1131,1294,1312,1371,1387,1482,1497,151306,1644,1650,1674,1717,1889,1890,1908,1910,2006,2033,210,2132,2290,22909,2313,2314,2316,249,2556,2563,2641,26608,2668,27030,27086,2812,2956,2969,3145,3190,330,3492,3508,359,3758,3815,3845,3984,4001,4072,4204,421,4210,429,4292,4312,4436,4556,4566,4567,473,4902,4929,4952,4988,50506,5095,5096,51085,5156,5172,5290,5378,5395,5428,5443,5444,5449,54551,546,5498,554,5621,5626,5979,5982,6239,627,6299,6335,6336,6338,6340,6389,6390,6391,6496,6497,6528,6531,6535,6557,6609,6663,672,673,6792,6899,6925,7038,7048,7067,7068,7132,7148,7173,7200,7201,7252,7253,7276,7290,7337,7353,7461,779,7849,8022,846,8514,8518,8820,8915,8929,9031,9378,9569,9627,9632,9860,9968",none
C1167712,Corneal diameter increased,"10585,1301,2200,2218,2263,26128,26277,29954,4053,5295,5308,55624,9215",none
C1849073,Fused vertebrae,"10815,1134,1144,1146,1487,2239,22827,2719,29123,3081,3954,4089,4621,4854,4920,4990,51684,53834,5727,6657,6660,6911,7468,8200,8643",9
C0554970,Pallor of optic disc,"10461,1593,23020,23568,23746,24,25915,26160,26504,29078,3035,3105,3420,4117,4598,4694,4709,4715,4719,4720,4722,4723,4724,4726,4729,51103,5145,5148,5189,55572,583,6310,7025,7287,7439,9128,9227,9445,9927",3
C0279628,Adenocarcinoma Of Esophagus,"1029,1794,23111,23373,27086,4089,4745,5290,56033,5743,7099,7157,8289,9844",3
C4020839,Multiple vertebral anomalies,"1513,2187,26275,3239,3425,51360,5476,5728,6862,6910,7403,7547,8085,90,9241,9401",none
C0025995,Micromelia,"10225,1028,10491,1280,1297,1298,1299,1301,1302,1311,1717,176,1836,2121,2131,2132,2261,22858,23169,2317,23363,249,25836,26160,26227,3339,3417,3418,3549,3636,3835,3930,3977,4148,4921,51025,5116,5144,51594,51626,54808,55112,5573,5745,5885,60,6023,6473,658,7476,8200,8243,871,9126,9321,9509,9742,9786,9820",8
C1837731,Overfolded helix,"1312,1376,1836,23556,2812,3339,421,4784,5277,54880,55636,60,6239,6299,6899,7020,7290,7353,8260,9343,9361,9487,9632,9723",7
C0029172,Oral Submucous Fibrosis,"100507436,1277,1278,1471,1493,2247,3458,4015,4312,4313,4318,5743,6935,7040,7076,7124",2
C1850189,Large pinnae,"10084,10195,10269,10297,10479,1134,1193,182,2006,207,2138,2146,2263,22930,22931,2316,2332,25782,25885,25942,25974,26137,26227,26608,27316,2736,27445,29072,29123,2969,3643,3675,3758,3845,3984,4000,4125,4204,4247,4256,440,4683,4693,4810,4983,5063,5075,50945,5295,5314,5373,547,54820,55690,5604,5605,5696,5727,5728,5818,5832,5906,5908,5982,6299,6492,652,6567,673,6748,6901,7227,7403,7461,8036,8085,8242,8260,8573,867,8905,9031,9049,9569,9640,9791,9990",9
C1844505,Pointed chin,"10059,11253,1146,1399,2006,2248,2316,23261,23363,23431,2563,25886,26040,26608,27229,29123,2969,3265,3984,4212,473,5159,5594,5982,60,613,6497,71,7461,8514,9031,9569,9820",0
C0235946,Cerebral atrophy,"10084,10134,10166,10195,10479,10535,10617,10667,10733,10978,11128,11152,11277,11340,1161,1200,1201,132,1497,1509,158,1593,16,1716,1719,1736,175,1760,1786,1806,1859,2055,2067,2068,2073,2074,2261,2271,22827,22845,22854,2290,22930,22931,23126,23189,23230,23261,2332,23384,23431,23556,2517,2563,25782,25839,25974,25978,26040,26123,26235,26277,2629,26503,26580,271,2720,27229,27249,27445,2752,2775,2776,2896,29110,29954,3064,3090,3265,4204,4337,4338,443,4512,4513,4514,4535,4538,4540,4541,4548,4552,4558,4564,4567,4572,4574,4575,4578,4582,4598,4668,473,4784,4854,50,5048,5073,5095,5096,51010,5105,51091,51360,5160,51604,51715,51750,51761,5191,5274,5277,54209,54476,54499,546,547,549,54902,54941,54968,54982,55005,5521,55275,55343,5538,55630,55703,5611,5663,5824,5859,5906,5908,617,6323,6497,6509,6515,6687,6709,673,6792,6812,6928,7015,7084,7305,7337,7345,7355,7403,7466,7531,7841,8085,8260,8398,8514,8573,8772,8802,8803,8867,8878,8905,9150,9197,9487,95,9526,9640,9829,9895",1
C2931456,"Prostate cancer, familial","10481,11200,2048,4477,4481,4683,6041,60528,6716,672,675,6928,999",4
C0028797,Occupational Diseases,"114548,1543,1565,1728,2068,213,22900,4353,5444,7040,7077,7515",1
C0206754,Neuroendocrine Tumors,"1027,1616,4221,546,5744,673,6751,6752,6753,7298,8314",1
C0037036,Sialorrhea,"10087,10320,10479,11128,1737,2290,23111,23230,23431,2643,2799,3106,4204,478,5063,540,546,55209,55703,5631,5805,5860,6567,6863,7337,9179,9378,9839",none
C1262477,Weight decreased,"10320,10479,10512,10533,10892,1280,1392,1493,1591,1639,1804,1831,1889,1908,1910,204,2056,22909,23141,2556,2592,26191,2626,2629,2645,2668,2693,2697,27030,2707,27086,27445,2956,3106,3115,3119,3123,3141,330,3440,3479,3480,3481,3492,3565,3586,3593,3630,3651,3717,3767,3845,3952,3976,4057,4072,4137,4292,4352,4436,472,4784,4830,4852,4902,5020,51574,5290,5325,5378,5395,540,5443,54453,54790,54982,551,5621,5657,567,5830,595,596,5979,604,6197,6390,6391,6392,6556,6622,6647,6833,6945,7048,7253,7403,779,8573,8915,9370,9451,9474,9968",5
C2751582,Mitochondrial respiratory chain defects,"26235,4508,4512,4514,4519,4535,4536,4538,4539,4540,4541,5495,55687,6519,9581",0
C1859447,Hypoplastic ischia,"1280,1301,1302,2263,23363,23522,3636,51025,6913,9321,9820",5
C0222716,Structure of wormian bone,"10491,1277,1278,1513,2261,2316,23545,26040,3248,4000,4853,4854,5034,51025,5352,538,54463,547,5479,5832,6335,7148,860,9871",0
C0282525,"Adrenoleukodystrophy, Neonatal","5189,5190,5192,5193,5194,5195,55670,5824,5828,5830,8504,8799,9409",none
C0741796,Recurrent bronchitis,"1380,23495,29851,3561,4256,4683,472,4790,4791,5340,54768,5580,6103,6890,6891,6892,715,8742,930,931,973,974,975",1
C1859117,Recurrent pulmonary infections,"1080,1280,1302,1380,1535,1536,1956,2328,23495,23594,29760,29851,3507,3543,3763,3952,4683,4688,4791,4921,5184,5340,5351,5422,695,7840,8792,930,974",0
C1865060,Molar tooth sign on MRI,"23090,23322,26005,26123,4867,51259,5147,51524,54806,54903,8481,9786",2
C4280640,Retrusion of upper jaw bones,"10262,10484,10617,1280,1301,1387,1896,1909,2033,207,2077,2200,2245,2260,2261,2263,2317,23594,257,25782,25885,26128,26137,2697,2736,3590,3664,3759,3930,4040,4089,4313,4487,4998,5077,5083,51082,51114,5144,51715,5290,5308,5573,5727,5728,6197,633,6497,650,6949,7039,7291,7337,7341,7480,8242,8313,860,8626,8642,9343,9533,990,9935,9968,9990",none
C0424688,Small head,"10059,10084,10111,10134,10195,1020,1021,10225,10262,10293,10300,10381,10436,10459,10472,10479,10516,10564,10585,1062,1063,10664,10667,10717,10733,10752,10815,10978,11019,11113,11154,1120,1146,1147,1161,1349,1355,1376,1387,1399,1487,1499,1501,1509,158,16,1636,1663,1716,1717,1727,1729,1736,1737,1738,175,1763,1778,1798,1804,1806,183,185,1859,1911,1917,1947,2006,2033,2067,2068,2071,2072,2073,2074,2175,2176,2177,2178,2187,2188,2189,2218,2260,2261,2271,22827,22854,2290,22930,22931,22995,23141,23314,23322,23426,23431,23443,23522,23545,23592,23594,2563,2571,25778,25782,25836,25885,25886,25914,25942,25974,26005,26053,26128,26227,26235,2626,26276,26277,2629,26608,2697,2702,2703,2707,27077,271,27229,2736,286,28960,29089,29123,2969,2972,29920,29925,29954,29968,30008,3039,3040,3052,3054,3149,3431,3479,3480,3516,36,3675,3694,3703,3759,3763,3767,3796,3800,3832,3897,3954,3981,3984,4041,4056,4089,415,4173,4204,4212,4247,4254,4286,4329,4337,4338,440,4524,4598,4613,4621,4683,473,4763,498,4990,4998,5000,5053,5063,5073,5077,5080,50814,50937,51057,51067,51124,5116,51185,51199,51259,51360,51520,5155,51574,5159,5160,51651,51741,51750,51807,5189,5190,5191,5192,5193,5194,5195,5354,5373,538,53834,54101,54187,5428,5447,54487,545,546,547,54805,54808,54820,54880,54888,54903,54968,55120,55131,55215,55275,55343,55505,55526,55624,55651,55670,5591,5594,5648,5649,5805,5824,5828,5830,5831,5832,5860,5885,5888,5889,5906,5908,5917,5925,5932,5972,5982,60,613,6134,6197,6223,627,6299,6305,6309,6334,641,6469,6491,6496,6497,6509,6513,6535,6567,6575,6591,6595,6597,6598,6605,6628,6657,6663,6664,6697,6748,675,6792,6833,6873,6899,6905,6909,6925,699,701,7015,7020,7283,7284,7355,7403,7461,7468,7469,7490,7507,7516,7518,7546,7704,7737,7846,7994,8050,8085,8086,8192,8214,8220,8243,8260,8289,8443,8481,8504,8514,8517,8546,8573,8799,8803,8813,8831,9031,9037,9126,9179,9184,9213,9215,9255,9342,9343,9409,9451,9496,9526,9569,9640,9662,9702,9759,9895,9896,990,9915,9928,9990,9993",4
C1862863,Sparse body hair,"1001,10161,1308,1528,1586,1848,1896,2253,2260,2332,25959,26012,2796,2798,3691,3694,3730,3814,3909,3914,3918,4000,54345,55636,6144,6635,6866,6870,8626,8822,9076,9394",6
C0338503,Septo-Optic Dysplasia,"128674,2260,5015,5449,5626,6657,6658,7473,8022,8820,9915",9
C0022679,Cystic kidney,"10806,11231,1282,1717,2239,22827,2317,2719,2737,3295,4853,51259,51604,5189,5190,5194,5314,5373,54585,5589,5828,585,5889,6628,701,7020,7248,7249,8195,9742",none
C4024878,Generalized hyperpigmentation,"10804,1584,1586,1736,224,26277,2778,29926,30061,3284,3643,3845,5073,5080,51750,5447,5604,5605,673,7015,8086,8626",3
C1621895,Adrenal hyperplasia,"1584,1585,1586,1589,2908,326,3284,3762,50940,5566,5573,8622,9101",1
C0020595,Hypoaldosteronism,"1583,1584,1585,190,2908,326,3284,3291,4306,6338,6340,8086",none
C0023487,Acute Promyelocytic Leukemia,"1050,1053,1668,171023,1788,207,2152,2322,2735,2736,3417,3418,3458,359948,3605,366,3683,3684,3687,3689,3815,406948,406950,4869,4893,4926,5371,54790,5573,5909,5914,64859,6608,6777,7056,7490,7704,79718,81608,960",7
C1866241,Broad feet,"10555,10806,2146,2239,2245,2260,2353,26580,2719,5468,54808,5648,5745,582,585,658,8195,857,9049",1
C0431890,Hypoplasia of thumb,"1280,1717,1723,176,2175,2176,2177,2178,2200,2316,25942,29089,3239,3549,3954,4053,4256,5889,6223,658,7020,7468,7469,8200,9401,9775",2
C0427063,Shoulder girdle weakness,"10020,10049,22954,2483,4000,7415,8878,9499,9782,9987",9
C1837081,Tibial bowing,"1184,1277,1278,1594,1758,2261,2316,2317,26040,3977,4322,5116,5130,5167,5251,6023,6473,6662,7421,9469",2
C1858573,Sparse pubic hair,"10011,10804,1528,1586,1848,190,23414,23767,2488,2492,2516,2626,2796,2798,29893,3122,367,3730,3972,4214,51741,54756,55703,558,6662,6736,6845,8626,8822,9210,9723",none
C1843108,Short hands,"10013,10108,10743,1280,1298,1301,1302,1311,1855,2121,2200,2239,2245,2260,2261,2263,2316,23522,23742,25782,25942,2623,2719,2879,3480,3549,3636,3653,3759,4000,4054,4692,4920,4998,54551,55112,5573,5745,6023,633,6638,6792,6905,7227,7474,7681,8450,8813,8924,9244,9321,9401,9719,9759",3
C0347959,Lactic acidemia,"10059,10102,10128,10667,11019,1340,1352,1355,1537,1629,1716,1737,1738,1890,2271,22868,229,23417,23474,23479,2538,2542,25821,25915,26235,27010,27235,27247,28976,29078,291,3028,3030,3032,4358,4511,4512,4513,4514,4519,4535,4538,4540,4541,4558,4564,4566,4567,4572,4574,4575,4576,4577,4578,4694,4695,4704,4705,4709,4715,4719,4720,4722,4723,4724,4726,4728,4729,50484,50640,5091,5095,5096,51021,51067,51103,51204,514,51520,51601,5162,51660,5250,5261,5428,54704,5495,54968,55005,55572,55687,593,594,617,6341,6389,6519,6834,7084,7284,763,8050,8802,8803,9581,9997",3
C0086132,Depressive Symptoms,"10060,10587,120892,140902,1432,1543,1545,1576,1588,1610,163,1636,2194,2332,3439,344148,3454,3586,3787,4318,4397,5054,551,60482,6817,7040,7076,7421,79953,8871",9
C3552713,Talipes foot deformities,"10225,23322,27077,3516,3977,4000,4604,4621,4851,51057,51259,54101,545,54567,54903,6309,7136,7140,7169,9419",1
C0027080,Myoglobinuria,"1376,1756,23175,23479,3030,3032,3033,3939,5224,5837,6261",1
