,disease_name,disease_num_significant,disease_top_10,lci_jaccard_sim,lci_num_significant,lci_sp_corr,lci_sp_pval,lci_top_10
C0265783,Congenital hypoplasia of lung,244,"{'multicellular organismal process', 'anatomical structure development', 'cellular process', 'tube development', 'cilium organization', 'animal organ development', 'kidney development', 'developmental process', 'cilium assembly', 'cellular developmental process'}",0.0625,45,0.2186221329350404,6.086919143072033e-236,"{'platelet-derived growth factor binding', 'regulation of systemic arterial blood pressure by hormone', 'extracellular matrix structural constituent conferring tensile strength', 'collagen trimer', 'extracellular matrix structural constituent', 'endocrine process', 'regulation of systemic arterial blood pressure mediated by a chemical signal', 'fibrillar collagen trimer', 'collagen-containing extracellular matrix', 'extracellular matrix'}"
C1112256,Peripheral sensorimotor neuropathy,17,"{'cellular lipid catabolic process', 'peroxisome organization', 'lipid catabolic process', 'protein localization to peroxisome', 'protein targeting to peroxisome', 'microbody part', 'peroxisome', 'establishment of protein localization to peroxisome', 'peroxisomal transport', 'peroxisomal part'}",0.125,64,0.15516354934411208,1.9802318052286272e-118,"{'determination of left/right asymmetry in lateral mesoderm', 'peroxisome organization', 'patched binding', 'somite development', 'protein localization to peroxisome', 'protein targeting to peroxisome', 'microbody part', 'establishment of protein localization to peroxisome', 'peroxisomal transport', 'peroxisomal part'}"
C1167713,Corneal diameter decreased,132,"{'multicellular organismal process', 'anatomical structure development', 'eye development', 'sensory organ development', 'structural constituent of eye lens', 'camera-type eye development', 'animal organ development', 'visual perception', 'developmental process', 'sensory perception of light stimulus'}",0.02857142857142857,48,0.10359043006631982,1.7869100182544937e-53,"{'platelet-derived growth factor binding', 'regulation of aldosterone biosynthetic process', 'extracellular matrix structural constituent conferring tensile strength', ""telomeric 3' overhang formation"", 'regulation of aldosterone metabolic process', 'Mre11 complex', 'structural constituent of eye lens', 'BMP receptor binding', 'fibrillar collagen trimer', 'lens development in camera-type eye'}"
C0040053,Thrombosis,649,"{'regulation of response to wounding', 'regulation of response to external stimulus', 'regulation of biological quality', 'regulation of multicellular organismal process', 'regulation of blood coagulation', 'regulation of coagulation', 'hemostasis', 'extracellular space', 'regulation of body fluid levels', 'regulation of hemostasis'}",0.26379542395693134,290,0.3779366123857543,0.0,"{'regulation of response to wounding', 'coagulation', 'blood coagulation', 'regulation of blood coagulation', 'regulation of coagulation', 'hemostasis', 'regulation of body fluid levels', 'regulation of wound healing', 'regulation of hemostasis', 'protein activation cascade'}"
C0241210,Speech Delay,537,"{'anatomical structure development', 'cellular process', 'cell part', 'organic substance metabolic process', 'biological_process', 'primary metabolic process', 'nitrogen compound metabolic process', 'developmental process', 'cellular_component', 'intracellular part'}",0.18719452590420332,1892,0.34149079964557294,0.0,"{'enzyme binding', 'positive regulation of cellular process', 'response to chemical', 'positive regulation of biological process', 'positive regulation of cell communication', 'positive regulation of response to stimulus', 'regulation of cell population proliferation', 'enzyme linked receptor protein signaling pathway', 'cellular response to stimulus', 'positive regulation of signal transduction'}"
C0013581,Ectopia Lentis,99,"{'peptide-transporting ATPase activity', 'TAP binding', 'extracellular matrix structural constituent', 'extracellular matrix component', 'peptide antigen-transporting ATPase activity', 'fibrillar collagen trimer', 'TAP2 binding', 'collagen-containing extracellular matrix', 'TAP1 binding', 'extracellular matrix'}",0.2,39,0.24247568082503693,2.102246209853989e-291,"{'extracellular structure organization', 'platelet-derived growth factor binding', 'extracellular matrix organization', 'extracellular matrix structural constituent conferring tensile strength', 'structural molecule activity', 'extracellular matrix structural constituent', 'extracellular matrix component', 'extracellular region', 'collagen-containing extracellular matrix', 'extracellular matrix'}"
C0265660,Syndactyly of the toes,606,"{'anatomical structure development', 'regulation of multicellular organismal process', 'regulation of biological process', 'developmental process', 'regulation of developmental process', 'embryonic appendage morphogenesis', 'limb morphogenesis', 'appendage morphogenesis', 'embryonic limb morphogenesis', 'embryonic morphogenesis'}",0.1278409090909091,188,0.2975324900631962,0.0,"{'regulation of angiogenesis', 'fibroblast growth factor binding', 'cell surface receptor signaling pathway', 'regulation of vasculature development', 'glycosaminoglycan binding', 'extracellular space', 'enzyme linked receptor protein signaling pathway', 'heparin binding', 'sulfur compound binding', 'regulation of transmembrane receptor protein serine/threonine kinase signaling pathway'}"
C0085298,Sudden Cardiac Death,280,"{'regulation of heart rate', 'regulation of heart rate by cardiac conduction', 'cardiac muscle cell action potential', 'cardiac muscle cell action potential involved in contraction', 'regulation of heart contraction', 'multicellular organismal signaling', 'cardiac conduction', 'regulation of blood circulation', 'regulation of actin filament-based movement', 'regulation of system process'}",0.2706270627062706,105,0.3271677397238291,0.0,"{'regulation of transmembrane transporter activity', 'regulation of transporter activity', 'regulation of transmembrane transport', 'regulation of ion transport', 'regulation of ion transmembrane transport', 'regulation of cation transmembrane transport', 'positive regulation of ion transmembrane transport', 'regulation of ion transmembrane transporter activity', 'muscle contraction', 'positive regulation of cation transmembrane transport'}"
C0262374,Stricture of anus,64,"{'regulation of macromolecule biosynthetic process', 'developmental growth', 'regulation of cellular macromolecule biosynthetic process', 'positive regulation of gene expression', 'anatomical structure morphogenesis', 'developmental process', 'axis specification', 'positive regulation of nucleobase-containing compound metabolic process', 'growth', 'embryonic morphogenesis'}",0.011111111111111112,27,0.26038038665277147,0.0,"{'histone methyltransferase complex', 'histone H3-K4 methylation', 'protein splicing', 'methyltransferase complex', 'MLL3/4 complex', 'histone-lysine N-methyltransferase activity', 'intein-mediated protein splicing', 'regulation of immature T cell proliferation in thymus', 'histone methyltransferase activity (H3-K4 specific)', 'regulation of hemopoiesis'}"
C0014038,Encephalitis,10,"{'positive regulation of killing of cells of other organism', 'regulation of innate immune response', 'positive regulation of cell killing', 'regulation of cell killing', 'positive regulation of immune effector process', 'positive regulation of biological process', 'adaptive immune response', 'positive regulation of lymphocyte mediated immunity', 'regulation of killing of cells of other organism', 'cellular defense response'}",0.0,0,,,"{'conditioned taste aversion', 'amygdala development', 'protein localization to Golgi apparatus', 'negative regulation of peptidyl-serine phosphorylation', 'specification of animal organ identity', 'neuron fate commitment', 'hindbrain development', 'forebrain neuron fate commitment', 'commitment of neuronal cell to specific neuron type in forebrain', 'regulation of axon guidance'}"
C0004106,Astigmatism,17,"{'nervous system process', 'eye pigment metabolic process', 'FACIT collagen trimer', 'extracellular matrix structural constituent conferring tensile strength', 'collagen trimer', 'sensory perception', 'visual perception', 'system process', 'collagen type IX trimer', 'sensory perception of light stimulus'}",0.046153846153846156,51,0.1773178313968045,1.2630705932028284e-154,"{'extracellular structure organization', 'platelet-derived growth factor binding', 'collagen binding', 'extracellular matrix organization', 'extracellular matrix structural constituent', 'anatomical structure morphogenesis', 'developmental process', 'extracellular space', 'collagen-containing extracellular matrix', 'extracellular matrix'}"
C0162809,Kallmann Syndrome,65,"{'fibroblast growth factor receptor binding', 'olfactory bulb development', 'positive regulation of multicellular organismal process', 'regulation of cellular process', 'axon guidance', 'regulation of multicellular organismal development', 'locomotion', 'developmental process', 'fibroblast growth factor receptor signaling pathway', 'neuron projection guidance'}",0.10989010989010989,238,0.39796575639323917,0.0,"{'lipid phosphorylation', 'fibroblast growth factor receptor binding', 'phosphatidylinositol 3-kinase activity', 'phosphatidylinositol-4,5-bisphosphate 3-kinase activity', 'phosphatidylinositol-3-phosphate biosynthetic process', 'phosphatidylinositol kinase activity', '1-phosphatidylinositol-3-kinase activity', 'fibroblast growth factor receptor signaling pathway', 'phosphatidylinositol bisphosphate kinase activity', 'phosphatidylinositol phosphorylation'}"
C1846347,Renal salt wasting,150,"{'gated channel activity', 'steroid biosynthetic process', 'mineralocorticoid biosynthetic process', 'glucocorticoid metabolic process', 'glucocorticoid biosynthetic process', 'hormone biosynthetic process', 'C21-steroid hormone metabolic process', 'sodium ion homeostasis', 'mineralocorticoid metabolic process', 'ion gated channel activity'}",0.02247191011235955,123,0.09798373476133967,5.274063624177256e-48,"{'positive regulation of RNA biosynthetic process', 'DNA-binding transcription factor activity, RNA polymerase II-specific', 'sequence-specific DNA binding', 'steroid hormone receptor activity', 'positive regulation of transcription, DNA-templated', 'DNA-binding transcription factor activity', 'positive regulation of nucleic acid-templated transcription', 'nuclear receptor activity', 'transcription regulator activity', 'ligand-activated transcription factor activity'}"
C0019151,Hepatic Encephalopathy,166,"{'response to oxygen-containing compound', 'neurotransmitter receptor activity', 'response to chemical', 'response to organic substance', 'response to endogenous stimulus', 'cellular response to histamine', 'cellular response to ammonium ion', 'benzodiazepine receptor activity', 'regulation of neurotransmitter levels', 'response to histamine'}",0.31627906976744186,117,0.2874923080542678,0.0,"{'GABA receptor activity', 'transmitter-gated channel activity', 'GABA receptor complex', 'GABA-A receptor activity', 'gamma-aminobutyric acid signaling pathway', 'GABA-gated chloride ion channel activity', 'extracellular ligand-gated ion channel activity', 'GABA-A receptor complex', 'transmitter-gated ion channel activity', 'synaptic transmission, GABAergic'}"
